Nr. SISF,Rangstufe,Taxonname,Gattung,Spezies,Familie,Indigenat CH,Grenzgebiet,Ist Teil von: Taxonname,Ist Teil von: Nr. SISF
24200,sp,Allium schoenoprasum L.,Allium,schoenoprasum,Amaryllidaceae,I,,,
24300,sp,Allium scorodoprasum L.,Allium,scorodoprasum,Amaryllidaceae,I,,,
24500,sp,Allium sphaerocephalon L.,Allium,sphaerocephalon,Amaryllidaceae,I,,,
24700,sp,Allium suaveolens Jacq.,Allium,suaveolens,Amaryllidaceae,I,,,
24800,sp,Allium ursinum L.,Allium,ursinum,Amaryllidaceae,I,,,
24900,sp,Allium victorialis L.,Allium,victorialis,Amaryllidaceae,I,,,
25000,sp,Allium vineale L.,Allium,vineale,Amaryllidaceae,A,,,
25150,sp,Alnus cordata (Loisel.) Duby,Alnus,cordata,Betulaceae,N,,,
25200,sp,Alnus glutinosa (L.) Gaertn.,Alnus,glutinosa,Betulaceae,I,,,
25300,sp,Alnus incana (L.) Moench,Alnus,incana,Betulaceae,I,,,
25400,sp,Alnus viridis (Chaix) DC.,Alnus,viridis,Betulaceae,I,,,
25500,sp,Alopecurus aequalis Sobol.,Alopecurus,aequalis,Poaceae,I,,,
25600,sp,Alopecurus alpinus Vill.,Alopecurus,alpinus,Poaceae,,x,,
25700,sp,Alopecurus geniculatus L.,Alopecurus,geniculatus,Poaceae,I,,,
25900,sp,Alopecurus myosuroides Huds.,Alopecurus,myosuroides,Poaceae,A,,,
26000,sp,Alopecurus pratensis L.,Alopecurus,pratensis,Poaceae,I,,,
26100,sp,Alopecurus rendlei Eig,Alopecurus,rendlei,Poaceae,N,,,
26300,sp,Althaea hirsuta L.,Althaea,hirsuta,Malvaceae,N,,,
26400,sp,Althaea officinalis L.,Althaea,officinalis,Malvaceae,N,,,
26600,sp,Alyssoides utriculata (L.) Moench,Alyssoides,utriculata,Brassicaceae,I,,,
26700,sp,Alyssum alpestre L.,Alyssum,alpestre,Brassicaceae,I,,,
26800,sp,Alyssum alyssoides (L.) L.,Alyssum,alyssoides,Brassicaceae,I,,,
26850,sp,Alyssum argenteum All.,Alyssum,argenteum,Brassicaceae,,x,,
27200,sp,Alyssum montanum L.,Alyssum,montanum,Brassicaceae,I,,,
27210,subsp (single),Alyssum montanum L. subsp. montanum,Alyssum,montanum,Brassicaceae,I,,Alyssum montanum L.,27200
27250,sp,Alyssum murale Waldst. & Kit.,Alyssum,murale,Brassicaceae,N,,,
27270,sp,Alyssum orophilum Jord. & Fourr.,Alyssum,orophilum,Brassicaceae,,x,,
27500,sp,Amaranthus albus L.,Amaranthus,albus,Amaranthaceae,N,,,
27550,sp,Amaranthus blitoides S. Watson,Amaranthus,blitoides,Amaranthaceae,N,,,
27570,sp,Amaranthus blitum L.,Amaranthus,blitum,Amaranthaceae,A,,Amaranthus blitum aggr.,27600
27600,aggr,Amaranthus blitum aggr.,Amaranthus,blitum,Amaranthaceae,A/N,,,
27700,sp,Amaranthus bouchonii Thell.,Amaranthus,bouchonii,Amaranthaceae,N,,Amaranthus hybridus aggr.,28400
27800,sp,Amaranthus caudatus L.,Amaranthus,caudatus,Amaranthaceae,NC,,,
27850,sp,Amaranthus cruentus L.,Amaranthus,cruentus,Amaranthaceae,NC,,Amaranthus hybridus aggr.,28400
28100,sp,Amaranthus deflexus L.,Amaranthus,deflexus,Amaranthaceae,N,,,
28150,sp,Amaranthus emarginatus Uline & W. L. Bray,Amaranthus,emarginatus,Amaranthaceae,N,,Amaranthus blitum aggr.,27600
28200,sp,Amaranthus graecizans L.,Amaranthus,graecizans,Amaranthaceae,N,,,
28250,sp,Amaranthus hybridus L.,Amaranthus,hybridus,Amaranthaceae,N,,Amaranthus hybridus aggr.,28400
28400,aggr,Amaranthus hybridus aggr.,Amaranthus,hybridus,Amaranthaceae,N,,,
28470,sp,Amaranthus hypochondriacus L.,Amaranthus,hypochondriacus,Amaranthaceae,N,,Amaranthus hybridus aggr.,28400
28850,sp,Amaranthus powellii S. Watson,Amaranthus,powellii,Amaranthaceae,N,,Amaranthus hybridus aggr.,28400
28900,sp,Amaranthus retroflexus L.,Amaranthus,retroflexus,Amaranthaceae,N,,,
29000,sp,Ambrosia artemisiifolia L.,Ambrosia,artemisiifolia,Asteraceae,N,,,
29200,sp,Ambrosia psilostachya DC.,Ambrosia,psilostachya,Asteraceae,N,,,
29230,sp,Ambrosia trifida L.,Ambrosia,trifida,Asteraceae,N,,,
29260,sp,Amelanchier lamarckii F. G. Schroed.,Amelanchier,lamarckii,Rosaceae,NC,,,
29300,sp,Amelanchier ovalis Medik.,Amelanchier,ovalis,Rosaceae,I,,,
29400,sp,Ammi majus L.,Ammi,majus,Apiaceae,N,,,
29450,sp,Ammi visnaga (L.) Lam.,Ammi,visnaga,Apiaceae,N,,,
29500,sp,Amorpha fruticosa L.,Amorpha,fruticosa,Fabaceae,N,,,
29550,sp,Amsinckia lycopsoides Lehm.,Amsinckia,lycopsoides,Boraginaceae,N,,,
29600,sp,Anacamptis pyramidalis (L.) Rich.,Anacamptis,pyramidalis,Orchidaceae,I,,,
29610,subsp,Anacamptis pyramidalis (L.) Rich. subsp. pyramidalis,Anacamptis,pyramidalis,Orchidaceae,I,,Anacamptis pyramidalis (L.) Rich.,29600
29620,subsp,Anacamptis pyramidalis subsp. tanayensis (Chenevard) Quentin,Anacamptis,pyramidalis,Orchidaceae,I,,Anacamptis pyramidalis (L.) Rich.,29600
29700,sp,Anagallis arvensis L.,Anagallis,arvensis,Primulaceae,A,,,
29900,sp,Anagallis foemina Mill.,Anagallis,foemina,Primulaceae,A,,,
30000,sp,Anagallis minima (L.) E. H. L. Krause,Anagallis,minima,Primulaceae,I,,,
30100,sp,Anagallis tenella (L.) L.,Anagallis,tenella,Primulaceae,I,,,
30150,sp,Anaphalis margaritacea (L.) Benth.,Anaphalis,margaritacea,Asteraceae,N,,,
30300,sp,Anchusa arvensis (L.) M. Bieb.,Anchusa,arvensis,Boraginaceae,A,,,
30600,sp,Anchusa italica Retz.,Anchusa,italica,Boraginaceae,N,,,
30700,sp,Anchusa ochroleuca M. Bieb.,Anchusa,ochroleuca,Boraginaceae,N,,,
30800,sp,Anchusa officinalis L.,Anchusa,officinalis,Boraginaceae,I,,,
31000,sp,Andromeda polifolia L.,Andromeda,polifolia,Ericaceae,I,,,
31300,sp,Androsace alpina (L.) Lam.,Androsace,alpina,Primulaceae,I,,,
31400,sp,Androsace brevis (Hegetschw.) Ces.,Androsace,brevis,Primulaceae,I,,,
31500,sp,Androsace brigantiaca Jord. & Fourr.,Androsace,brigantiaca,Primulaceae,,x,Androsace carnea aggr.,31600
31600,aggr,Androsace carnea aggr.,Androsace,carnea,Primulaceae,I,,,
31800,sp,Androsace chamaejasme Wulfen,Androsace,chamaejasme,Primulaceae,I,,,
31900,sp,Androsace halleri L.,Androsace,halleri,Primulaceae,,x,Androsace carnea aggr.,31600
32000,sp,Androsace hausmannii Leyb.,Androsace,hausmannii,Primulaceae,,x,,
32100,sp,Androsace helvetica (L.) All.,Androsace,helvetica,Primulaceae,I,,,
32200,sp,Androsace lactea L.,Androsace,lactea,Primulaceae,I,,,
32300,sp,Androsace maxima L.,Androsace,maxima,Primulaceae,A,,,
32400,sp,Androsace obtusifolia All.,Androsace,obtusifolia,Primulaceae,I,,,
32500,sp,Androsace puberula Jord. & Fourr.,Androsace,puberula,Primulaceae,I,,Androsace carnea aggr.,31600
32600,sp,Androsace pubescens DC.,Androsace,pubescens,Primulaceae,I,,,
32800,sp,Androsace septentrionalis L.,Androsace,septentrionalis,Primulaceae,I,,,
32900,sp,Androsace vandellii (Turra) Chiov.,Androsace,vandellii,Primulaceae,I,,,
33000,sp,Androsace villosa L.,Androsace,villosa,Primulaceae,I,,,
33100,sp,Androsace vitaliana (L.) Lapeyr.,Androsace,vitaliana,Primulaceae,I,,,
33150,subsp,Androsace vitaliana (L.) Lapeyr. subsp. vitaliana,Androsace,vitaliana,Primulaceae,I,,Androsace vitaliana (L.) Lapeyr.,33100
33170,subsp,Androsace vitaliana subsp. sesleri (Sünd.) Kress,Androsace,vitaliana,Primulaceae,,x,Androsace vitaliana (L.) Lapeyr.,33100
33250,sp,Anemone apennina L.,Anemone,apennina,Ranunculaceae,N,,,
33300,sp,Anemone baldensis L.,Anemone,baldensis,Ranunculaceae,I,,,
33350,sp,Anemone blanda Schott & Kotschy,Anemone,blanda,Ranunculaceae,N,,,
33370,sp,Anemone hupehensis (Lemoine) Lemoine,Anemone,hupehensis,Ranunculaceae,N,,,
33400,sp,Anemone narcissiflora L.,Anemone,narcissiflora,Ranunculaceae,I,,,
33600,sp,Anemone nemorosa L.,Anemone,nemorosa,Ranunculaceae,I,,,
33700,sp,Anemone ranunculoides L.,Anemone,ranunculoides,Ranunculaceae,I,,,
33800,sp,Anemone sylvestris L.,Anemone,sylvestris,Ranunculaceae,I,,,
33850,sp,Anemone trifolia L.,Anemone,trifolia,Ranunculaceae,,x,,
33900,sp,Anethum graveolens L.,Anethum,graveolens,Apiaceae,AC,,,
34000,sp,Angelica pyrenaea (L.) Spreng.,Angelica,pyrenaea,Apiaceae,,x,,
34100,sp,Angelica sylvestris L.,Angelica,sylvestris,Apiaceae,I,,,
34200,sp,Anogramma leptophylla (L.) Link,Anogramma,leptophylla,Pteridaceae,I,,,
34300,sp,Antennaria carpatica (Wahlenb.) Bluff & Fingerh.,Antennaria,carpatica,Asteraceae,I,,,
34400,sp,Antennaria dioica (L.) Gaertn.,Antennaria,dioica,Asteraceae,I,,,
34500,sp,Anthemis altissima L.,Anthemis,altissima,Asteraceae,N,,,
34600,sp,Anthemis arvensis L.,Anthemis,arvensis,Asteraceae,I,,,
34630,subsp (single),Anthemis arvensis L. subsp. arvensis,Anthemis,arvensis,Asteraceae,I,,Anthemis arvensis L.,34600
34700,sp,Anthemis austriaca Jacq.,Anthemis,austriaca,Asteraceae,N,,,
34800,sp,Anthemis cotula L.,Anthemis,cotula,Asteraceae,A,,,
34900,sp,Anthemis tinctoria L.,Anthemis,tinctoria,Asteraceae,A,,,
35000,sp,Anthemis triumfettii (L.) DC.,Anthemis,triumfettii,Asteraceae,I,,,
35100,sp,Anthericum liliago L.,Anthericum,liliago,Asparagaceae,I,,,
35200,sp,Anthericum ramosum L.,Anthericum,ramosum,Asparagaceae,I,,,
35300,sp,Anthoxanthum alpinum Á. Löve & D. Löve,Anthoxanthum,alpinum,Poaceae,I,,Anthoxanthum odoratum aggr.,35500
35350,sp,Anthoxanthum aristatum Boiss.,Anthoxanthum,aristatum,Poaceae,N,,,
35400,sp,Anthoxanthum odoratum L.,Anthoxanthum,odoratum,Poaceae,I,,Anthoxanthum odoratum aggr.,35500
35500,aggr,Anthoxanthum odoratum aggr.,Anthoxanthum,odoratum,Poaceae,I,,,
35600,sp,Anthriscus caucalis M. Bieb.,Anthriscus,caucalis,Apiaceae,I,,,
35700,sp,Anthriscus cerefolium (L.) Hoffm.,Anthriscus,cerefolium,Apiaceae,A,,,
35800,sp,Anthriscus nitida (Wahlenb.) Hazsl.,Anthriscus,nitida,Apiaceae,I,,,
35900,sp,Anthriscus sylvestris (L.) Hoffm.,Anthriscus,sylvestris,Apiaceae,I,,,
35930,subsp,Anthriscus sylvestris (L.) Hoffm. subsp. sylvestris,Anthriscus,sylvestris,Apiaceae,I,,Anthriscus sylvestris (L.) Hoffm.,35900
35950,subsp,Anthriscus sylvestris subsp. alpina (Vill.) Gremli,Anthriscus,sylvestris,Apiaceae,,x,Anthriscus sylvestris (L.) Hoffm.,35900
35980,subsp,Anthriscus sylvestris subsp. stenophylla (Rouy & E. G. Camus) Briq.,Anthriscus,sylvestris,Apiaceae,I,,Anthriscus sylvestris (L.) Hoffm.,35900
36395,sp,Anthyllis montana L.,Anthyllis,montana,Fabaceae,I,,,
36400,subsp,Anthyllis montana L. subsp. montana,Anthyllis,montana,Fabaceae,I,,Anthyllis montana L.,36395
36500,subsp,Anthyllis montana subsp. jacquinii (A. Kern.) Hayek,Anthyllis,montana,Fabaceae,,x,Anthyllis montana L.,36395
36790,sp,Anthyllis vulneraria L.,Anthyllis,vulneraria,Fabaceae,I/N,,,
36800,subsp,Anthyllis vulneraria L. subsp. vulneraria,Anthyllis,vulneraria,Fabaceae,N,,Anthyllis vulneraria L.,36790
36900,subsp,Anthyllis vulneraria subsp. alpestris (Schult.) Asch. & Graebn.,Anthyllis,vulneraria,Fabaceae,I,,Anthyllis vulneraria L.,36790
37000,subsp,Anthyllis vulneraria subsp. carpatica (Pant.) Nyman,Anthyllis,vulneraria,Fabaceae,I,,Anthyllis vulneraria L.,36790
37150,subsp,Anthyllis vulneraria subsp. guyotii (Chodat) Grenon,Anthyllis,vulneraria,Fabaceae,I,,Anthyllis vulneraria L.,36790
37200,subsp,Anthyllis vulneraria subsp. polyphylla (DC.) Nyman,Anthyllis,vulneraria,Fabaceae,I,,Anthyllis vulneraria L.,36790
37300,subsp,Anthyllis vulneraria subsp. valesiaca (Beck) Guyot,Anthyllis,vulneraria,Fabaceae,I,,Anthyllis vulneraria L.,36790
37500,sp,Antirrhinum latifolium Mill.,Antirrhinum,latifolium,Plantaginaceae,,x,,
37600,sp,Antirrhinum majus L.,Antirrhinum,majus,Plantaginaceae,N,,,
37800,sp,Apera interrupta (L.) P. Beauv.,Apera,interrupta,Poaceae,A,,,
37900,sp,Apera spica-venti (L.) P. Beauv.,Apera,spica-venti,Poaceae,A,,,
38000,sp,Aphanes arvensis L.,Aphanes,arvensis,Rosaceae,A,,,
38050,sp,Aphanes australis Rydb.,Aphanes,australis,Rosaceae,A,,,
38300,sp,Aphyllanthes monspeliensis L.,Aphyllanthes,monspeliensis,Asparagaceae,,x,,
38350,sp,Apios americana Medik.,Apios,americana,Fabaceae,N,,,
38400,sp,Apium graveolens L.,Apium,graveolens,Apiaceae,AC,,,
38500,sp,Apium nodiflorum (L.) Lag.,Apium,nodiflorum,Apiaceae,I,,,
38600,sp,Apium repens (Jacq.) Lag.,Apium,repens,Apiaceae,I,,,
38700,sp,Aposeris foetida (L.) Less.,Aposeris,foetida,Asteraceae,I,,,
38800,sp,Aquilegia alpina L.,Aquilegia,alpina,Ranunculaceae,I,,,
38900,sp,Aquilegia atrata W. D. J. Koch,Aquilegia,atrata,Ranunculaceae,I,,,
39000,sp,Aquilegia einseleana F. W. Schultz,Aquilegia,einseleana,Ranunculaceae,I,,,
39100,sp,Aquilegia vulgaris L.,Aquilegia,vulgaris,Ranunculaceae,I,,,
39200,sp,Arabidopsis thaliana (L.) Heynh.,Arabidopsis,thaliana,Brassicaceae,I,,,
39300,sp,Arabis allionii DC.,Arabis,allionii,Brassicaceae,,x,Arabis hirsuta aggr.,40605
39350,sp,Arabis alpina L.,Arabis,alpina,Brassicaceae,I,,,
39400,subsp,Arabis alpina L. subsp. alpina,Arabis,alpina,Brassicaceae,I,,Arabis alpina L.,39350
39500,subsp,Arabis alpina subsp. caucasica (Willd.) Briq.,Arabis,alpina,Brassicaceae,N,,Arabis alpina L.,39350
39600,sp,Arabis auriculata Lam.,Arabis,auriculata,Brassicaceae,I,,,
39650,sp,Arabis bellidifolia Crantz,Arabis,bellidifolia,Brassicaceae,I,,,
39700,subsp,Arabis bellidifolia Crantz subsp. bellidifolia,Arabis,bellidifolia,Brassicaceae,I,,Arabis bellidifolia Crantz,39650
39800,subsp,Arabis bellidifolia subsp. stellulata (Bertol.) Greuter & Burdet,Arabis,bellidifolia,Brassicaceae,I,,Arabis bellidifolia Crantz,39650
40000,sp,Arabis caerulea All.,Arabis,caerulea,Brassicaceae,I,,,
40200,sp,Arabis ciliata Clairv.,Arabis,ciliata,Brassicaceae,I,,,
40300,sp,Arabis collina Ten.,Arabis,collina,Brassicaceae,I,,,
40600,sp,Arabis hirsuta (L.) Scop.,Arabis,hirsuta,Brassicaceae,I,,Arabis hirsuta aggr.,40605
40605,aggr,Arabis hirsuta aggr.,Arabis,hirsuta,Brassicaceae,I,,,
41000,sp,Arabis nemorensis (Hoffm.) W. D. J. Koch,Arabis,nemorensis,Brassicaceae,I,,Arabis hirsuta aggr.,40605
41100,sp,Arabis nova Vill.,Arabis,nova,Brassicaceae,I,,,
41250,sp,Arabis planisiliqua (Pers.) Rchb.,Arabis,planisiliqua,Brassicaceae,,x,Arabis hirsuta aggr.,40605
41350,sp,Arabis procurrens Waldst. & Kit.,Arabis,procurrens,Brassicaceae,N,,,
41550,sp,Arabis rosea DC.,Arabis,rosea,Brassicaceae,N,,,
41600,sp,Arabis sagittata (Bertol.) DC.,Arabis,sagittata,Brassicaceae,I,,Arabis hirsuta aggr.,40605
41700,sp,Arabis scabra All.,Arabis,scabra,Brassicaceae,I,,,
41800,sp,Arabis serpillifolia Vill.,Arabis,serpillifolia,Brassicaceae,I,,,
42000,sp,Arabis subcoriacea Gren.,Arabis,subcoriacea,Brassicaceae,I,,,
42100,sp,Arabis turrita L.,Arabis,turrita,Brassicaceae,I,,,
42150,sp,Aralia elata (Miq.) Seem.,Aralia,elata,Araliaceae,N,,,
42200,sp,Arctium lappa L.,Arctium,lappa,Asteraceae,I,,,
42300,sp,Arctium minus Bernh.,Arctium,minus,Asteraceae,I,,,
42400,subsp,Arctium minus Bernh. subsp. minus,Arctium,minus,Asteraceae,I,,Arctium minus Bernh.,42300
42500,subsp,Arctium minus subsp. pubens (Bab.) Arènes,Arctium,minus,Asteraceae,I,,Arctium minus Bernh.,42300
42600,sp,Arctium nemorosum Lej.,Arctium,nemorosum,Asteraceae,I,,,
42800,sp,Arctium tomentosum Mill.,Arctium,tomentosum,Asteraceae,A,,,
43000,sp,Arctostaphylos alpina (L.) Spreng.,Arctostaphylos,alpina,Ericaceae,I,,,
43100,sp,Arctostaphylos uva-ursi (L.) Spreng.,Arctostaphylos,uva-ursi,Ericaceae,I,,,
43200,sp,Aremonia agrimonoides (L.) DC.,Aremonia,agrimonoides,Rosaceae,N,,,
43400,sp,Arenaria biflora L.,Arenaria,biflora,Caryophyllaceae,I,,,
43500,sp,Arenaria ciliata L.,Arenaria,ciliata,Caryophyllaceae,I,,Arenaria ciliata aggr.,43505
43505,aggr,Arenaria ciliata aggr.,Arenaria,ciliata,Caryophyllaceae,I,,,
43530,subsp,Arenaria ciliata L. subsp. ciliata,Arenaria,ciliata,Caryophyllaceae,I,,Arenaria ciliata L.,43500
43560,subsp,Arenaria ciliata subsp. bernensis Favarger,Arenaria,ciliata,Caryophyllaceae,I,,Arenaria ciliata L.,43500
43800,sp,Arenaria gothica Fr.,Arenaria,gothica,Caryophyllaceae,I,,Arenaria ciliata aggr.,43505
43900,sp,Arenaria grandiflora L.,Arenaria,grandiflora,Caryophyllaceae,I,,,
44000,sp,Arenaria leptoclados (Rchb.) Guss.,Arenaria,leptoclados,Caryophyllaceae,I,,Arenaria serpyllifolia aggr.,44305
44100,sp,Arenaria marschlinsii W. D. J. Koch,Arenaria,marschlinsii,Caryophyllaceae,I,,,
44200,sp,Arenaria multicaulis L.,Arenaria,multicaulis,Caryophyllaceae,I,,Arenaria ciliata aggr.,43505
44300,sp,Arenaria serpyllifolia L.,Arenaria,serpyllifolia,Caryophyllaceae,I,,Arenaria serpyllifolia aggr.,44305
44305,aggr,Arenaria serpyllifolia aggr.,Arenaria,serpyllifolia,Caryophyllaceae,I,,,
44500,sp,Argyrolobium zanonii (Turra) P. W. Ball,Argyrolobium,zanonii,Fabaceae,,x,,
44600,sp,Aristolochia clematitis L.,Aristolochia,clematitis,Aristolochiaceae,A,,,
44650,sp,Aristolochia lutea Desf.,Aristolochia,lutea,Aristolochiaceae,,x,,
44700,sp,Aristolochia pallida Willd.,Aristolochia,pallida,Aristolochiaceae,,x,,
44800,sp,Aristolochia rotunda L.,Aristolochia,rotunda,Aristolochiaceae,I,,,
45150,sp,Armeria alpina Willd.,Armeria,alpina,Plumbaginaceae,I,,,
45160,subsp,Armeria alpina Willd. subsp. alpina,Armeria,alpina,Plumbaginaceae,I,,Armeria alpina Willd.,45150
45170,subsp,Armeria alpina subsp. purpurea (W. D. J. Koch) O. Schwarz,Armeria,alpina,Plumbaginaceae,I,,Armeria alpina Willd.,45150
45200,sp,Armeria arenaria (Pers.) Schult.,Armeria,arenaria,Plumbaginaceae,I,,,
45250,subsp (single),Armeria arenaria (Pers.) Schult. subsp. arenaria,Armeria,arenaria,Plumbaginaceae,I,,Armeria arenaria (Pers.) Schult.,45200
45600,sp,Armoracia rusticana G. Gaertn. & al.,Armoracia,rusticana,Brassicaceae,A,,,
45700,sp,Arnica montana L.,Arnica,montana,Asteraceae,I,,,
45800,sp,Arnoseris minima (L.) Schweigg. & Körte,Arnoseris,minima,Asteraceae,I,,,
45900,sp,Arrhenatherum elatius (L.) J. Presl & C. Presl,Arrhenatherum,elatius,Poaceae,I/A,,,
45930,subsp,Arrhenatherum elatius (L.) J. Presl & C. Presl subsp. elatius,Arrhenatherum,elatius,Poaceae,I,,Arrhenatherum elatius (L.) J. Presl & C. Presl,45900
45960,subsp,Arrhenatherum elatius subsp. bulbosum (Willd.) Schübl. & G. Martens,Arrhenatherum,elatius,Poaceae,A,,Arrhenatherum elatius (L.) J. Presl & C. Presl,45900
46000,sp,Artemisia abrotanum L.,Artemisia,abrotanum,Asteraceae,AC,,,
46100,sp,Artemisia absinthium L.,Artemisia,absinthium,Asteraceae,I,,,
46200,sp,Artemisia alba Turra,Artemisia,alba,Asteraceae,,x,,
46300,sp,Artemisia annua L.,Artemisia,annua,Asteraceae,N,,,
46400,sp,Artemisia atrata Lam.,Artemisia,atrata,Asteraceae,,x,,
46450,sp,Artemisia biennis Willd.,Artemisia,biennis,Asteraceae,N,,,
46500,sp,Artemisia borealis Pall.,Artemisia,borealis,Asteraceae,I,,Artemisia campestris aggr.,46780
46700,sp,Artemisia campestris L.,Artemisia,campestris,Asteraceae,I,,Artemisia campestris aggr.,46780
46750,subsp,Artemisia campestris L. subsp. campestris,Artemisia,campestris,Asteraceae,I,,Artemisia campestris L.,46700
46760,subsp,Artemisia campestris subsp. alpina (DC.) Arcang.,Artemisia,campestris,Asteraceae,I,,Artemisia campestris L.,46700
46780,aggr,Artemisia campestris aggr.,Artemisia,campestris,Asteraceae,I,,,
46800,sp,Artemisia chamaemelifolia Vill.,Artemisia,chamaemelifolia,Asteraceae,,x,,
46900,sp,Artemisia dracunculus L.,Artemisia,dracunculus,Asteraceae,NC,,,
46950,sp,Artemisia eriantha Ten.,Artemisia,eriantha,Asteraceae,,x,,
47000,sp,Artemisia genipi Weber,Artemisia,genipi,Asteraceae,I,,,
47200,sp,Artemisia glacialis L.,Artemisia,glacialis,Asteraceae,I,,,
47400,sp,Artemisia nitida Bertol.,Artemisia,nitida,Asteraceae,,x,,
47500,sp,Artemisia nivalis Braun-Blanq.,Artemisia,nivalis,Asteraceae,I,,,
47600,sp,Artemisia pontica L.,Artemisia,pontica,Asteraceae,N,,,
47700,sp,Artemisia umbelliformis Lam.,Artemisia,umbelliformis,Asteraceae,I,,,
47800,sp,Artemisia vallesiaca All.,Artemisia,vallesiaca,Asteraceae,I,,,
47900,sp,Artemisia verlotiorum Lamotte,Artemisia,verlotiorum,Asteraceae,N,,,
48000,sp,Artemisia vulgaris L.,Artemisia,vulgaris,Asteraceae,I,,,
48100,sp,Arum italicum Mill.,Arum,italicum,Araceae,A,,,
48200,sp,Arum maculatum L.,Arum,maculatum,Araceae,I,,,
48300,sp,Aruncus dioicus (Walter) Fernald,Aruncus,dioicus,Rosaceae,I,,,
48500,sp,Arundo donax L.,Arundo,donax,Poaceae,NC,,,
48600,sp,Asarina procumbens Mill.,Asarina,procumbens,Plantaginaceae,N,,,
48700,sp,Asarum europaeum L.,Asarum,europaeum,Aristolochiaceae,I,,,
48800,sp,Asclepias syriaca L.,Asclepias,syriaca,Apocynaceae,N,,,
48900,sp,Asparagus officinalis L.,Asparagus,officinalis,Asparagaceae,A,,,
49000,sp,Asparagus tenuifolius Lam.,Asparagus,tenuifolius,Asparagaceae,I,,,
49100,sp,Asperugo procumbens L.,Asperugo,procumbens,Boraginaceae,A,,,
49200,sp,Asperula aristata L. f.,Asperula,aristata,Rubiaceae,I,,Asperula cynanchica aggr.,49410
49300,sp,Asperula arvensis L.,Asperula,arvensis,Rubiaceae,A,,,
49400,sp,Asperula cynanchica L.,Asperula,cynanchica,Rubiaceae,I,,Asperula cynanchica aggr.,49410
49410,aggr,Asperula cynanchica aggr.,Asperula,cynanchica,Rubiaceae,I,,,
49450,sp,Asperula neilreichii Beck,Asperula,neilreichii,Rubiaceae,I,,Asperula cynanchica aggr.,49410
49500,sp,Asperula purpurea (L.) Ehrend.,Asperula,purpurea,Rubiaceae,I,,,
49600,sp,Asperula taurina L.,Asperula,taurina,Rubiaceae,I,,,
49700,sp,Asperula tinctoria L.,Asperula,tinctoria,Rubiaceae,I,,,
49800,sp,Asphodelus albus Mill.,Asphodelus,albus,Asphodelaceae,I,,,
49900,sp,Asplenium adiantum-nigrum L.,Asplenium,adiantum-nigrum,Aspleniaceae,I,,Asplenium adiantum-nigrum aggr.,49910
49910,aggr,Asplenium adiantum-nigrum aggr.,Asplenium,adiantum-nigrum,Aspleniaceae,I,,,
49950,sp,Asplenium adulterinum Milde,Asplenium,adulterinum,Aspleniaceae,I,,,
50100,sp,Asplenium billotii F. W. Schultz,Asplenium,billotii,Aspleniaceae,I,,,
50200,sp,Asplenium ceterach L.,Asplenium,ceterach,Aspleniaceae,I,,,
50250,subsp (single),Asplenium ceterach L. subsp. ceterach,Asplenium,ceterach,Aspleniaceae,I,,Asplenium ceterach L.,50200
50300,sp,Asplenium cuneifolium Viv.,Asplenium,cuneifolium,Aspleniaceae,I,,Asplenium adiantum-nigrum aggr.,49910
50400,sp,Asplenium fissum Willd.,Asplenium,fissum,Aspleniaceae,I,,,
50500,sp,Asplenium fontanum (L.) Bernh.,Asplenium,fontanum,Aspleniaceae,I,,,
50600,sp,Asplenium foreziense Magnier,Asplenium,foreziense,Aspleniaceae,I,,,
50700,sp,Asplenium lepidum C. Presl,Asplenium,lepidum,Aspleniaceae,,x,,
50800,sp,Asplenium onopteris L.,Asplenium,onopteris,Aspleniaceae,I,,Asplenium adiantum-nigrum aggr.,49910
50830,sp,Asplenium petrarchae (Guérin) DC.,Asplenium,petrarchae,Aspleniaceae,NC,,,
50850,sp,Asplenium presolanense (Mokry & al.) J. C. Vogel & Rumsey,Asplenium,presolanense,Aspleniaceae,,x,,
50900,sp,Asplenium ruta-muraria L.,Asplenium,ruta-muraria,Aspleniaceae,I,,,
50910,subsp,Asplenium ruta-muraria L. subsp. ruta-muraria,Asplenium,ruta-muraria,Aspleniaceae,I,,Asplenium ruta-muraria L.,50900
